学校,年份,省份,科别,专业,最低分\位次,贡献者
天津理工大学,2017,四川,理工,材料类,0,张致宁
天津理工大学,2019,四川,理工,材料物理,0,张致宁
天津理工大学,2018,四川,理工,材料物理,554,张致宁
天津理工大学,2017,四川,理工,材料物理,555,张致宁
天津理工大学,2019,四川,理工,功能材料,0,张致宁
天津理工大学,2018,四川,理工,功能材料,554,张致宁
天津理工大学,2017,四川,理工,功能材料,555,张致宁
天津理工大学,2019,四川,理工,材料科学与工程,0,张致宁
天津理工大学,2018,四川,理工,材料科学与工程,553,张致宁
天津理工大学,2017,四川,理工,材料科学与工程,558,张致宁
天津理工大学,2019,四川,理工,新能源材料与器件,513,张致宁
天津理工大学,2018,四川,理工,新能源材料与器件,551,张致宁
天津理工大学,2017,四川,理工,新能源材料与器件,574,张致宁
天津理工大学,2019,四川,理工,测控技术与仪器,514,张致宁
天津理工大学,2018,四川,理工,测控技术与仪器,551,张致宁
天津理工大学,2017,四川,理工,测控技术与仪器,574,张致宁
天津理工大学,2019,四川,理工,工商管理类,523,张致宁
天津理工大学,2018,四川,理工,工商管理类,554,张致宁
天津理工大学,2017,四川,理工,工商管理类,574,张致宁
天津理工大学,2019,四川,理工,管理科学与工程类,514,张致宁
天津理工大学,2018,四川,理工,管理科学与工程类,553,张致宁
天津理工大学,2017,四川,理工,管理科学与工程类,575,张致宁
天津理工大学,2019,四川,理工,物流管理与工程类,517,张致宁
天津理工大学,2018,四川,理工,物流管理与工程类,552,张致宁
天津理工大学,2017,四川,理工,物流管理与工程类,553,张致宁
天津理工大学,2019,四川,理工,工业工程类,512,张致宁
天津理工大学,2018,四川,理工,工业工程类,552,张致宁
天津理工大学,2017,四川,理工,工业工程类,556,张致宁
天津理工大学,2019,四川,理工,保险学,514,张致宁
天津理工大学,2018,四川,理工,保险学,552,张致宁
天津理工大学,2017,四川,理工,保险学,552,张致宁
天津理工大学,2019,四川,理工,化学工程与工艺,512,张致宁
天津理工大学,2018,四川,理工,化学工程与工艺,551,张致宁
天津理工大学,2017,四川,理工,化学工程与工艺,552,张致宁
天津理工大学,2019,四川,理工,应用化学,512,张致宁
天津理工大学,2018,四川,理工,应用化学,543,张致宁
天津理工大学,2017,四川,理工,应用化学,550,张致宁
天津理工大学,2019,四川,理工,药学,514,张致宁
天津理工大学,2018,四川,理工,药学,552,张致宁
天津理工大学,2017,四川,理工,药学,551,张致宁
天津理工大学,2019,四川,理工,安全工程,0,张致宁
天津理工大学,2018,四川,理工,安全工程,553,张致宁
天津理工大学,2017,四川,理工,安全工程,577,张致宁
天津理工大学,2019,四川,理工,环境工程,514,张致宁
天津理工大学,2018,四川,理工,环境工程,552,张致宁
天津理工大学,2017,四川,理工,环境工程,551,张致宁
天津理工大学,2019,四川,理工,环境科学,513,张致宁
天津理工大学,2018,四川,理工,环境科学,551,张致宁
天津理工大学,2017,四川,理工,环境科学,553,张致宁
天津理工大学,2019,四川,理工,资源循环科学与工程,513,张致宁
天津理工大学,2018,四川,理工,资源循环科学与工程,552,张致宁
天津理工大学,2017,四川,理工,资源循环科学与工程,550,张致宁
天津理工大学,2019,四川,理工,自然地理与资源环境,513,张致宁
天津理工大学,2018,四川,理工,自然地理与资源环境,551,张致宁
天津理工大学,2017,四川,理工,自然地理与资源环境,550,张致宁
天津理工大学,2019,四川,理工,数学与应用数学,516,张致宁
天津理工大学,2018,四川,理工,数学与应用数学,551,张致宁
天津理工大学,2017,四川,理工,数学与应用数学,576,张致宁
天津理工大学,2019,四川,理工,应用物理学,513,张致宁
天津理工大学,2018,四川,理工,应用物理学,552,张致宁
天津理工大学,2017,四川,理工,应用物理学,552,张致宁
天津理工大学,2019,四川,理工,物联网工程,0,张致宁
天津理工大学,2018,四川,理工,物联网工程,558,张致宁
天津理工大学,2017,四川,理工,物联网工程,592,张致宁
天津理工大学,2019,四川,理工,机械类,0,张致宁
天津理工大学,2018,四川,理工,机械类,554,张致宁
天津理工大学,2017,四川,理工,机械类,564,张致宁
天津理工大学,2019,四川,理工,过程装备与控制工程,0,张致宁
天津理工大学,2018,四川,理工,过程装备与控制工程,552,张致宁
天津理工大学,2017,四川,理工,过程装备与控制工程,553,张致宁
天津理工大学,2019,四川,理工,机器人工程,0,张致宁
天津理工大学,2018,四川,理工,机器人工程,557,张致宁
天津理工大学,2017,四川,理工,机器人工程,584,张致宁
天津理工大学,2019,四川,理工,英语,0,张致宁
天津理工大学,2018,四川,理工,英语,556,张致宁
天津理工大学,2017,四川,理工,英语,564,张致宁
天津理工大学,2019,四川,理工,日语,0,张致宁
天津理工大学,2018,四川,理工,日语,551,张致宁
天津理工大学,2017,四川,理工,日语,555,张致宁
天津理工大学,2019,四川,理工,软件工程,0,张致宁
天津理工大学,2018,四川,理工,软件工程,567,张致宁
天津理工大学,2017,四川,理工,软件工程,566,张致宁
天津理工大学,2019,四川,理工,社会工作,0,张致宁
天津理工大学,2018,四川,理工,社会工作,0,张致宁
天津理工大学,2017,四川,理工,社会工作,532,张致宁
天津理工大学,2019,四川,理工,航海技术,452,张致宁
天津理工大学,2018,四川,理工,航海技术,494,张致宁
天津理工大学,2017,四川,理工,航海技术,506,张致宁
天津理工大学,2019,四川,理工,轮机工程,442,张致宁
天津理工大学,2018,四川,理工,轮机工程,507,张致宁
天津理工大学,2017,四川,理工,轮机工程,521,张致宁
天津理工大学,2019,四川,理工,船舶电子电气工程,458,张致宁
天津理工大学,2018,四川,理工,船舶电子电气工程,505,张致宁
天津理工大学,2017,四川,理工,船舶电子电气工程,514,张致宁
天津理工大学,2019,贵州,理工,计算机科学与技术,500,张致宁
天津理工大学,2018,贵州,理工,计算机科学与技术,548,张致宁
天津理工大学,2017,贵州,理工,计算机科学与技术,539,张致宁
天津理工大学,2019,贵州,理工,信息安全,493,张致宁
天津理工大学,2018,贵州,理工,信息安全,533,张致宁
天津理工大学,2017,贵州,理工,信息安全,522,张致宁
天津理工大学,2019,贵州,理工,通信工程,494,张致宁
天津理工大学,2018,贵州,理工,通信工程,534,张致宁
天津理工大学,2017,贵州,理工,通信工程,522,张致宁
天津理工大学,2019,贵州,理工,电子信息工程,495,张致宁
天津理工大学,2018,贵州,理工,电子信息工程,534,张致宁
天津理工大学,2017,贵州,理工,电子信息工程,521,张致宁
天津理工大学,2019,贵州,理工,材料成型及控制工程,493,张致宁
天津理工大学,2018,贵州,理工,材料成型及控制工程,532,张致宁
天津理工大学,2017,贵州,理工,材料成型及控制工程,515,张致宁
天津理工大学,2019,贵州,理工,电气工程及其自动化,499,张致宁
天津理工大学,2018,贵州,理工,电气工程及其自动化,534,张致宁
天津理工大学,2017,贵州,理工,电气工程及其自动化,519,张致宁
天津理工大学,2019,贵州,理工,自动化,494,张致宁
天津理工大学,2018,贵州,理工,自动化,532,张致宁
天津理工大学,2017,贵州,理工,自动化,516,张致宁
天津理工大学,2019,贵州,理工,信息管理与信息系统,496,张致宁
天津理工大学,2018,贵州,理工,信息管理与信息系统,543,张致宁
天津理工大学,2017,贵州,理工,信息管理与信息系统,522,张致宁
天津理工大学,2019,贵州,理工,制药工程,494,张致宁
天津理工大学,2018,贵州,理工,制药工程,534,张致宁
天津理工大学,2017,贵州,理工,制药工程,520,张致宁
天津理工大学,2019,贵州,理工,机械电子工程,501,张致宁
天津理工大学,2018,贵州,理工,机械电子工程,534,张致宁
天津理工大学,2017,贵州,理工,机械电子工程,518,张致宁
天津理工大学,2019,贵州,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2018,贵州,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2017,贵州,理工,数据科学与大数据技术,537,张致宁
天津理工大学,2019,贵州,理工,集成电路设计与集成系统,494,张致宁
天津理工大学,2018,贵州,理工,集成电路设计与集成系统,532,张致宁
天津理工大学,2017,贵州,理工,集成电路设计与集成系统,521,张致宁
天津理工大学,2019,贵州,理工,能源动力类,495,张致宁
天津理工大学,2018,贵州,理工,能源动力类,532,张致宁
天津理工大学,2017,贵州,理工,能源动力类,515,张致宁
天津理工大学,2019,贵州,理工,物联网工程,0,张致宁
天津理工大学,2018,贵州,理工,物联网工程,510,张致宁
天津理工大学,2017,贵州,理工,物联网工程,478,张致宁
天津理工大学,2019,贵州,理工,电子信息类,451,张致宁
天津理工大学,2018,贵州,理工,电子信息类,0,张致宁
天津理工大学,2017,贵州,理工,电子信息类,0,张致宁
天津理工大学,2019,贵州,理工,电子科学与技术,0,张致宁
天津理工大学,2018,贵州,理工,电子科学与技术,486,张致宁
天津理工大学,2017,贵州,理工,电子科学与技术,478,张致宁
天津理工大学,2019,贵州,理工,电波传播与天线,0,张致宁
天津理工大学,2018,贵州,理工,电波传播与天线,483,张致宁
天津理工大学,2017,贵州,理工,电波传播与天线,465,张致宁
天津理工大学,2019,贵州,理工,微电子科学与工程,0,张致宁
天津理工大学,2018,贵州,理工,微电子科学与工程,486,张致宁
天津理工大学,2017,贵州,理工,微电子科学与工程,476,张致宁
天津理工大学,2019,贵州,理工,光电信息科学与工程,0,张致宁
天津理工大学,2018,贵州,理工,光电信息科学与工程,487,张致宁
天津理工大学,2017,贵州,理工,光电信息科学与工程,476,张致宁
天津理工大学,2019,贵州,理工,材料类,447,张致宁
天津理工大学,2018,贵州,理工,材料类,0,张致宁
天津理工大学,2017,贵州,理工,材料类,0,张致宁
天津理工大学,2019,贵州,理工,功能材料,0,张致宁
天津理工大学,2018,贵州,理工,功能材料,482,张致宁
天津理工大学,2017,贵州,理工,功能材料,463,张致宁
天津理工大学,2019,贵州,理工,材料科学与工程,0,张致宁
天津理工大学,2018,贵州,理工,材料科学与工程,479,张致宁
天津理工大学,2017,贵州,理工,材料科学与工程,462,张致宁
天津理工大学,2019,贵州,理工,材料物理,0,张致宁
天津理工大学,2018,贵州,理工,材料物理,480,张致宁
天津理工大学,2017,贵州,理工,材料物理,463,张致宁
天津理工大学,2019,贵州,理工,新能源材料与器件,448,张致宁
天津理工大学,2018,贵州,理工,新能源材料与器件,479,张致宁
天津理工大学,2017,贵州,理工,新能源材料与器件,464,张致宁
天津理工大学,2019,贵州,理工,测控技术与仪器,450,张致宁
天津理工大学,2018,贵州,理工,测控技术与仪器,480,张致宁
天津理工大学,2017,贵州,理工,测控技术与仪器,469,张致宁
天津理工大学,2019,贵州,理工,工商管理类,456,张致宁
天津理工大学,2018,贵州,理工,工商管理类,484,张致宁
天津理工大学,2017,贵州,理工,工商管理类,469,张致宁
天津理工大学,2019,贵州,理工,管理科学与工程类,453,张致宁
天津理工大学,2018,贵州,理工,管理科学与工程类,493,张致宁
天津理工大学,2017,贵州,理工,管理科学与工程类,474,张致宁
天津理工大学,2019,贵州,理工,物流管理与工程类,454,张致宁
天津理工大学,2018,贵州,理工,物流管理与工程类,482,张致宁
天津理工大学,2017,贵州,理工,物流管理与工程类,470,张致宁
天津理工大学,2019,贵州,理工,工业工程类,451,张致宁
天津理工大学,2018,贵州,理工,工业工程类,480,张致宁
天津理工大学,2017,贵州,理工,工业工程类,463,张致宁
天津理工大学,2019,贵州,理工,保险学,447,张致宁
天津理工大学,2018,贵州,理工,保险学,479,张致宁
天津理工大学,2017,贵州,理工,保险学,462,张致宁
天津理工大学,2019,贵州,理工,化学工程与工艺,448,张致宁
天津理工大学,2018,贵州,理工,化学工程与工艺,479,张致宁
天津理工大学,2017,贵州,理工,化学工程与工艺,467,张致宁
天津理工大学,2019,贵州,理工,药学,449,张致宁
天津理工大学,2018,贵州,理工,药学,480,张致宁
天津理工大学,2017,贵州,理工,药学,469,张致宁
天津理工大学,2019,贵州,理工,应用化学,447,张致宁
天津理工大学,2018,贵州,理工,应用化学,479,张致宁
天津理工大学,2017,贵州,理工,应用化学,468,张致宁
天津理工大学,2019,贵州,理工,机械类,452,张致宁
天津理工大学,2018,贵州,理工,机械类,485,张致宁
天津理工大学,2017,贵州,理工,机械类,473,张致宁
天津理工大学,2019,贵州,理工,过程装备与控制工程,447,张致宁
天津理工大学,2018,贵州,理工,过程装备与控制工程,479,张致宁
天津理工大学,2017,贵州,理工,过程装备与控制工程,464,张致宁
天津理工大学,2019,贵州,理工,机器人工程,0,张致宁
天津理工大学,2018,贵州,理工,机器人工程,549,张致宁
天津理工大学,2017,贵州,理工,机器人工程,476,张致宁
天津理工大学,2019,贵州,理工,安全工程,447,张致宁
天津理工大学,2018,贵州,理工,安全工程,480,张致宁
天津理工大学,2017,贵州,理工,安全工程,465,张致宁
天津理工大学,2019,贵州,理工,环境工程,452,张致宁
天津理工大学,2018,贵州,理工,环境工程,480,张致宁
天津理工大学,2017,贵州,理工,环境工程,468,张致宁
天津理工大学,2019,贵州,理工,环境科学,449,张致宁
天津理工大学,2018,贵州,理工,环境科学,480,张致宁
天津理工大学,2017,贵州,理工,环境科学,465,张致宁
天津理工大学,2019,贵州,理工,资源循环科学与工程,453,张致宁
天津理工大学,2018,贵州,理工,资源循环科学与工程,480,张致宁
天津理工大学,2017,贵州,理工,资源循环科学与工程,468,张致宁
天津理工大学,2019,贵州,理工,自然地理与资源环境,450,张致宁
天津理工大学,2018,贵州,理工,自然地理与资源环境,479,张致宁
天津理工大学,2017,贵州,理工,自然地理与资源环境,467,张致宁
天津理工大学,2019,贵州,理工,英语,453,张致宁
天津理工大学,2018,贵州,理工,英语,483,张致宁
天津理工大学,2017,贵州,理工,英语,469,张致宁
天津理工大学,2019,贵州,理工,日语,449,张致宁
天津理工大学,2018,贵州,理工,日语,474,张致宁
天津理工大学,2017,贵州,理工,日语,464,张致宁
天津理工大学,2019,贵州,理工,软件工程,453,张致宁
天津理工大学,2018,贵州,理工,软件工程,483,张致宁
天津理工大学,2017,贵州,理工,软件工程,478,张致宁
天津理工大学,2019,贵州,理工,社会工作,448,张致宁
天津理工大学,2018,贵州,理工,社会工作,467,张致宁
天津理工大学,2017,贵州,理工,社会工作,464,张致宁
天津理工大学,2019,贵州,理工,数学与应用数学,461,张致宁
天津理工大学,2018,贵州,理工,数学与应用数学,484,张致宁
天津理工大学,2017,贵州,理工,数学与应用数学,472,张致宁
天津理工大学,2019,贵州,理工,应用物理学,448,张致宁
天津理工大学,2018,贵州,理工,应用物理学,479,张致宁
天津理工大学,2017,贵州,理工,应用物理学,465,张致宁
天津理工大学,2019,贵州,理工,航海技术,409,张致宁
天津理工大学,2018,贵州,理工,航海技术,394,张致宁
天津理工大学,2017,贵州,理工,航海技术,397,张致宁
天津理工大学,2019,贵州,理工,轮机工程,370,张致宁
天津理工大学,2018,贵州,理工,轮机工程,418,张致宁
天津理工大学,2017,贵州,理工,轮机工程,395,张致宁
天津理工大学,2019,贵州,理工,船舶电子电气工程,378,张致宁
天津理工大学,2018,贵州,理工,船舶电子电气工程,433,张致宁
天津理工大学,2017,贵州,理工,船舶电子电气工程,396,张致宁
天津理工大学,2019,云南,理工,计算机科学与技术,501,张致宁
天津理工大学,2018,云南,理工,计算机科学与技术,536,张致宁
天津理工大学,2017,云南,理工,计算机科学与技术,549,张致宁
天津理工大学,2019,云南,理工,信息安全,496,张致宁
天津理工大学,2018,云南,理工,信息安全,529,张致宁
天津理工大学,2017,云南,理工,信息安全,541,张致宁
天津理工大学,2019,云南,理工,电气工程及其自动化,500,张致宁
天津理工大学,2018,云南,理工,电气工程及其自动化,534,张致宁
天津理工大学,2017,云南,理工,电气工程及其自动化,542,张致宁
天津理工大学,2019,云南,理工,自动化,497,张致宁
天津理工大学,2018,云南,理工,自动化,531,张致宁
天津理工大学,2017,云南,理工,自动化,540,张致宁
天津理工大学,2019,云南,理工,信息管理与信息系统,0,张致宁
天津理工大学,2018,云南,理工,信息管理与信息系统,528,张致宁
天津理工大学,2017,云南,理工,信息管理与信息系统,540,张致宁
天津理工大学,2019,云南,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2018,云南,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2017,云南,理工,数据科学与大数据技术,549,张致宁
天津理工大学,2019,云南,理工,物联网工程,0,张致宁
天津理工大学,2018,云南,理工,物联网工程,532,张致宁
天津理工大学,2017,云南,理工,物联网工程,546,张致宁
天津理工大学,2019,云南,理工,集成电路设计与集成系统,0,张致宁
天津理工大学,2018,云南,理工,集成电路设计与集成系统,528,张致宁
天津理工大学,2017,云南,理工,集成电路设计与集成系统,545,张致宁
天津理工大学,2019,云南,理工,电子信息类,496,张致宁
天津理工大学,2018,云南,理工,电子信息类,0,张致宁
天津理工大学,2017,云南,理工,电子信息类,0,张致宁
天津理工大学,2019,云南,理工,电子科学与技术,0,张致宁
天津理工大学,2018,云南,理工,电子科学与技术,531,张致宁
天津理工大学,2017,云南,理工,电子科学与技术,542,张致宁
天津理工大学,2019,云南,理工,微电子科学与工程,0,张致宁
天津理工大学,2018,云南,理工,微电子科学与工程,529,张致宁
天津理工大学,2017,云南,理工,微电子科学与工程,537,张致宁
天津理工大学,2019,云南,理工,光电信息科学与工程,0,张致宁
天津理工大学,2018,云南,理工,光电信息科学与工程,528,张致宁
天津理工大学,2017,云南,理工,光电信息科学与工程,538,张致宁
天津理工大学,2019,云南,理工,电波传播与天线,0,张致宁
天津理工大学,2018,云南,理工,电波传播与天线,527,张致宁
天津理工大学,2017,云南,理工,电波传播与天线,539,张致宁
天津理工大学,2019,云南,理工,材料类,492,张致宁
天津理工大学,2018,云南,理工,材料类,0,张致宁
天津理工大学,2017,云南,理工,材料类,0,张致宁
天津理工大学,2019,云南,理工,材料科学与工程,0,张致宁
天津理工大学,2018,云南,理工,材料科学与工程,528,张致宁
天津理工大学,2017,云南,理工,材料科学与工程,538,张致宁
天津理工大学,2019,云南,理工,材料物理,0,张致宁
天津理工大学,2018,云南,理工,材料物理,530,张致宁
天津理工大学,2017,云南,理工,材料物理,536,张致宁
天津理工大学,2019,云南,理工,功能材料,0,张致宁
天津理工大学,2018,云南,理工,功能材料,528,张致宁
天津理工大学,2017,云南,理工,功能材料,539,张致宁
天津理工大学,2019,云南,理工,新能源材料与器件,0,张致宁
天津理工大学,2018,云南,理工,新能源材料与器件,528,张致宁
天津理工大学,2017,云南,理工,新能源材料与器件,538,张致宁
天津理工大学,2019,云南,理工,测控技术与仪器,492,张致宁
天津理工大学,2018,云南,理工,测控技术与仪器,527,张致宁
天津理工大学,2017,云南,理工,测控技术与仪器,535,张致宁
天津理工大学,2019,云南,理工,能源动力类,0,张致宁
天津理工大学,2018,云南,理工,能源动力类,544,张致宁
天津理工大学,2017,云南,理工,能源动力类,545,张致宁
天津理工大学,2019,云南,理工,工商管理类,494,张致宁
天津理工大学,2018,云南,理工,工商管理类,529,张致宁
天津理工大学,2017,云南,理工,工商管理类,538,张致宁
天津理工大学,2019,云南,理工,管理科学与工程类,498,张致宁
天津理工大学,2018,云南,理工,管理科学与工程类,531,张致宁
天津理工大学,2017,云南,理工,管理科学与工程类,539,张致宁
天津理工大学,2019,云南,理工,物流管理与工程类,492,张致宁
天津理工大学,2018,云南,理工,物流管理与工程类,528,张致宁
天津理工大学,2017,云南,理工,物流管理与工程类,536,张致宁
天津理工大学,2019,云南,理工,工业工程类,492,张致宁
天津理工大学,2018,云南,理工,工业工程类,527,张致宁
天津理工大学,2017,云南,理工,工业工程类,537,张致宁
天津理工大学,2019,云南,理工,保险学,0,张致宁
天津理工大学,2018,云南,理工,保险学,530,张致宁
天津理工大学,2017,云南,理工,保险学,540,张致宁
天津理工大学,2019,云南,理工,药学,492,张致宁
天津理工大学,2018,云南,理工,药学,527,张致宁
天津理工大学,2017,云南,理工,药学,537,张致宁
天津理工大学,2019,云南,理工,应用化学,492,张致宁
天津理工大学,2018,云南,理工,应用化学,527,张致宁
天津理工大学,2017,云南,理工,应用化学,536,张致宁
天津理工大学,2019,云南,理工,化学工程与工艺,491,张致宁
天津理工大学,2018,云南,理工,化学工程与工艺,527,张致宁
天津理工大学,2017,云南,理工,化学工程与工艺,536,张致宁
天津理工大学,2019,云南,理工,机械类,498,张致宁
天津理工大学,2018,云南,理工,机械类,531,张致宁
天津理工大学,2017,云南,理工,机械类,538,张致宁
天津理工大学,2019,云南,理工,过程装备与控制工程,495,张致宁
天津理工大学,2018,云南,理工,过程装备与控制工程,527,张致宁
天津理工大学,2017,云南,理工,过程装备与控制工程,537,张致宁
天津理工大学,2019,云南,理工,机器人工程,0,张致宁
天津理工大学,2018,云南,理工,机器人工程,533,张致宁
天津理工大学,2017,云南,理工,机器人工程,543,张致宁
天津理工大学,2019,云南,理工,安全工程,492,张致宁
天津理工大学,2018,云南,理工,安全工程,527,张致宁
天津理工大学,2017,云南,理工,安全工程,536,张致宁
天津理工大学,2019,云南,理工,数学与应用数学,496,张致宁
天津理工大学,2018,云南,理工,数学与应用数学,529,张致宁
天津理工大学,2017,云南,理工,数学与应用数学,540,张致宁
天津理工大学,2019,西藏,理工,少331,历史资料,张致宁
天津理工大学,2018,西藏,理工,少331,招生资讯,张致宁
天津理工大学,2017,西藏,理工,少331,招生章程,张致宁
天津理工大学,2019,陕西,理工,计算机科学与技术,541,张致宁
天津理工大学,2018,陕西,理工,计算机科学与技术,553,张致宁
天津理工大学,2017,陕西,理工,计算机科学与技术,561,张致宁
天津理工大学,2019,陕西,理工,信息安全,521,张致宁
天津理工大学,2018,陕西,理工,信息安全,550,张致宁
天津理工大学,2017,陕西,理工,信息安全,553,张致宁
天津理工大学,2019,陕西,理工,通信工程,531,张致宁
天津理工大学,2018,陕西,理工,通信工程,562,张致宁
天津理工大学,2017,陕西,理工,通信工程,558,张致宁
天津理工大学,2019,陕西,理工,电子信息工程,517,张致宁
天津理工大学,2018,陕西,理工,电子信息工程,572,张致宁
天津理工大学,2017,陕西,理工,电子信息工程,560,张致宁
天津理工大学,2019,陕西,理工,材料成型及控制工程,516,张致宁
天津理工大学,2018,陕西,理工,材料成型及控制工程,547,张致宁
天津理工大学,2017,陕西,理工,材料成型及控制工程,552,张致宁
天津理工大学,2019,陕西,理工,电气工程及其自动化,518,张致宁
天津理工大学,2018,陕西,理工,电气工程及其自动化,552,张致宁
天津理工大学,2017,陕西,理工,电气工程及其自动化,555,张致宁
天津理工大学,2019,陕西,理工,自动化,514,张致宁
天津理工大学,2018,陕西,理工,自动化,549,张致宁
天津理工大学,2017,陕西,理工,自动化,556,张致宁
天津理工大学,2019,陕西,理工,信息管理与信息系统,516,张致宁
天津理工大学,2018,陕西,理工,信息管理与信息系统,548,张致宁
天津理工大学,2017,陕西,理工,信息管理与信息系统,556,张致宁
天津理工大学,2019,陕西,理工,制药工程,513,张致宁
天津理工大学,2018,陕西,理工,制药工程,547,张致宁
天津理工大学,2017,陕西,理工,制药工程,551,张致宁
天津理工大学,2019,陕西,理工,机械电子工程,514,张致宁
天津理工大学,2018,陕西,理工,机械电子工程,548,张致宁
天津理工大学,2017,陕西,理工,机械电子工程,551,张致宁
天津理工大学,2019,陕西,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2018,陕西,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2017,陕西,理工,数据科学与大数据技术,557,张致宁
天津理工大学,2019,陕西,理工,集成电路设计与集成系统,514,张致宁
天津理工大学,2018,陕西,理工,集成电路设计与集成系统,549,张致宁
天津理工大学,2017,陕西,理工,集成电路设计与集成系统,553,张致宁
天津理工大学,2019,陕西,理工,电子信息类,516,张致宁
天津理工大学,2018,陕西,理工,电子信息类,0,张致宁
天津理工大学,2017,陕西,理工,电子信息类,0,张致宁
天津理工大学,2019,陕西,理工,光电信息科学与工程,0,张致宁
天津理工大学,2018,陕西,理工,光电信息科学与工程,548,张致宁
天津理工大学,2017,陕西,理工,光电信息科学与工程,556,张致宁
天津理工大学,2019,陕西,理工,电子科学与技术,0,张致宁
天津理工大学,2018,陕西,理工,电子科学与技术,549,张致宁
天津理工大学,2017,陕西,理工,电子科学与技术,554,张致宁
天津理工大学,2019,陕西,理工,电波传播与天线,0,张致宁
天津理工大学,2018,陕西,理工,电波传播与天线,547,张致宁
天津理工大学,2017,陕西,理工,电波传播与天线,552,张致宁
天津理工大学,2019,陕西,理工,微电子科学与工程,0,张致宁
天津理工大学,2018,陕西,理工,微电子科学与工程,548,张致宁
天津理工大学,2017,陕西,理工,微电子科学与工程,552,张致宁
天津理工大学,2019,陕西,理工,能源动力类,516,张致宁
天津理工大学,2018,陕西,理工,能源动力类,548,张致宁
天津理工大学,2017,陕西,理工,能源动力类,553,张致宁
天津理工大学,2019,陕西,理工,管理科学工程类,518,张致宁
天津理工大学,2018,陕西,理工,管理科学工程类,547,张致宁
天津理工大学,2017,陕西,理工,管理科学工程类,533,张致宁
天津理工大学,2019,陕西,理工,机械类,514,张致宁
天津理工大学,2018,陕西,理工,机械类,547,张致宁
天津理工大学,2017,陕西,理工,机械类,551,张致宁
天津理工大学,2019,陕西,理工,机器人工程,0,张致宁
天津理工大学,2018,陕西,理工,机器人工程,549,张致宁
天津理工大学,2017,陕西,理工,机器人工程,557,张致宁
天津理工大学,2019,陕西,理工,数学与应用数学,515,张致宁
天津理工大学,2018,陕西,理工,数学与应用数学,547,张致宁
天津理工大学,2017,陕西,理工,数学与应用数学,553,张致宁
天津理工大学,2019,甘肃,理工,计算机科学与技术,500,张致宁
天津理工大学,2018,甘肃,理工,计算机科学与技术,537,张致宁
天津理工大学,2017,甘肃,理工,计算机科学与技术,530,张致宁
天津理工大学,2019,甘肃,理工,通信工程,496,张致宁
天津理工大学,2018,甘肃,理工,通信工程,531,张致宁
天津理工大学,2017,甘肃,理工,通信工程,526,张致宁
天津理工大学,2019,甘肃,理工,信息安全,498,张致宁
天津理工大学,2018,甘肃,理工,信息安全,531,张致宁
天津理工大学,2017,甘肃,理工,信息安全,526,张致宁
天津理工大学,2019,甘肃,理工,电子信息工程,495,张致宁
天津理工大学,2018,甘肃,理工,电子信息工程,529,张致宁
天津理工大学,2017,甘肃,理工,电子信息工程,525,张致宁
天津理工大学,2019,甘肃,理工,材料成型及控制工程,493,张致宁
天津理工大学,2018,甘肃,理工,材料成型及控制工程,528,张致宁
天津理工大学,2017,甘肃,理工,材料成型及控制工程,524,张致宁
天津理工大学,2019,甘肃,理工,电气工程及其自动化,496,张致宁
天津理工大学,2018,甘肃,理工,电气工程及其自动化,530,张致宁
天津理工大学,2017,甘肃,理工,电气工程及其自动化,526,张致宁
天津理工大学,2019,甘肃,理工,自动化,495,张致宁
天津理工大学,2018,甘肃,理工,自动化,529,张致宁
天津理工大学,2017,甘肃,理工,自动化,524,张致宁
天津理工大学,2019,甘肃,理工,机械电子工程,495,张致宁
天津理工大学,2018,甘肃,理工,机械电子工程,529,张致宁
天津理工大学,2017,甘肃,理工,机械电子工程,524,张致宁
天津理工大学,2019,甘肃,理工,信息管理与信息系统,493,张致宁
天津理工大学,2018,甘肃,理工,信息管理与信息系统,528,张致宁
天津理工大学,2017,甘肃,理工,信息管理与信息系统,523,张致宁
天津理工大学,2019,甘肃,理工,制药工程,493,张致宁
天津理工大学,2018,甘肃,理工,制药工程,528,张致宁
天津理工大学,2017,甘肃,理工,制药工程,523,张致宁
天津理工大学,2019,甘肃,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2018,甘肃,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2017,甘肃,理工,数据科学与大数据技术,533,张致宁
天津理工大学,2019,甘肃,理工,集成电路设计与集成系统,459,张致宁
天津理工大学,2018,甘肃,理工,集成电路设计与集成系统,529,张致宁
天津理工大学,2017,甘肃,理工,集成电路设计与集成系统,532,张致宁
天津理工大学,2019,甘肃,理工,物联网工程,0,张致宁
天津理工大学,2018,甘肃,理工,物联网工程,502,张致宁
天津理工大学,2017,甘肃,理工,物联网工程,492,张致宁
天津理工大学,2019,甘肃,理工,电子信息类,462,张致宁
天津理工大学,2018,甘肃,理工,电子信息类,0,张致宁
天津理工大学,2017,甘肃,理工,电子信息类,0,张致宁
天津理工大学,2019,甘肃,理工,电子科学与技术,0,张致宁
